X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,X20,X21,X22,X23,X24,X25,X26,X27,X28,X29,X30,X31,X32,X33,X34,X35,X36,X37,X38,X39
0,0,8,94,96,32,0,80,0,42,91,76,72,41,0,0,0,74,0,0,0,0,76,13,27,73,80,0,79,83,84,0,61,76,0,92,85,71,0
8,1,0,97,84,76,0,90,0,71,87,69,64,89,0,0,0,80,0,34,0,0,50,0,1,64,74,3,79,21,67,0,82,87,0,82,79,81,64
31,0,0,96,89,79,0,93,0,74,39,33,0,86,0,0,0,68,2,70,0,0,80,30,0,53,34,0,79,3,57,0,87,72,0,85,79,84,89
43,0,0,90,91,88,0,81,0,82,87,7,0,80,2,0,0,84,6,91,9,0,75,80,0,57,79,0,27,0,85,0,73,78,0,5,13,35,93
48,0,0,22,91,85,0,86,0,68,73,1,0,85,6,0,0,0,61,98,6,0,82,64,55,67,66,10,0,0,17,0,83,78,5,0,0,76,68
29,0,0,0,84,60,0,83,0,77,76,0,0,85,1,0,0,0,75,77,4,0,91,74,85,67,72,81,0,0,0,0,71,76,2,0,0,92,44
40,0,0,0,80,77,0,82,1,36,85,0,0,5,14,0,0,0,60,83,0,0,59,73,90,64,82,76,0,0,19,0,81,6,0,37,0,85,83
84,0,0,0,79,92,0,72,0,61,92,0,0,0,1,0,0,0,75,85,0,0,82,65,82,70,72,68,0,0,78,0,82,0,3,83,0,71,69
88,1,0,2,87,73,0,86,19,76,82,0,0,0,0,0,0,0,70,87,0,0,74,72,69,68,47,80,0,0,93,67,83,0,2,89,0,71,79
94,0,0,10,91,88,0,85,4,23,81,0,19,0,0,0,0,3,58,74,0,0,18,69,86,72,80,78,0,0,71,72,51,0,8,80,0,78,98
38,0,3,1,72,85,0,65,0,10,84,5,55,0,38,43,0,73,76,73,0,0,0,68,82,76,70,81,0,0,46,83,89,0,0,86,0,76,91
43,1,16,0,100,58,0,60,13,1,84,3,81,0,58,55,0,56,59,81,0,0,0,52,81,74,76,82,5,0,0,62,71,0,0,69,0,52,67
88,0,62,0,94,67,0,71,0,0,83,39,84,0,64,84,0,79,53,85,0,0,0,61,72,30,55,74,52,4,54,83,90,0,1,95,0,27,85
90,0,46,0,88,66,0,88,0,0,88,68,73,0,73,67,0,75,0,79,0,0,0,14,74,56,0,63,68,2,74,82,54,0,9,90,0,100,82
89,21,6,0,94,65,0,75,23,0,40,67,69,11,71,65,0,83,1,79,0,0,0,10,65,74,0,22,58,2,79,46,84,0,2,56,1,78,84
86,74,12,0,88,57,0,63,99,1,88,27,61,1,74,74,0,77,2,68,0,0,0,4,76,59,0,72,11,1,77,66,89,0,2,74,5,80,82
89,93,4,0,88,88,0,90,86,0,74,67,74,0,70,72,0,70,3,77,0,0,2,6,48,0,0,43,0,0,75,79,75,0,0,86,0,88,72
71,22,0,0,0,71,0,87,86,1,83,76,88,0,73,63,0,84,29,28,0,0,16,1,36,21,0,1,0,0,77,87,84,69,1,73,0,87,84
85,0,0,0,0,85,0,89,79,0,81,72,84,0,65,68,0,54,13,0,0,0,4,0,79,72,0,0,0,0,76,49,73,35,0,86,0,68,75
75,0,0,0,0,63,0,79,90,0,75,75,59,0,41,66,0,71,8,0,0,0,0,0,75,70,0,4,3,49,67,68,34,75,2,89,0,63,3
85,0,0,0,0,93,0,88,73,0,33,73,80,0,62,72,0,63,22,0,0,0,0,0,77,76,0,3,82,73,87,60,0,87,0,13,0,75,1
86,1,0,0,0,78,0,83,95,3,2,74,78,0,65,58,0,0,1,0,0,0,0,0,71,77,0,0,87,6,7,43,0,66,0,0,0,50,0
51,0,0,0,0,83,0,78,89,0,66,20,81,0,51,61,0,0,0,0,0,0,0,0,31,75,0,0,79,0,0,5,0,67,0,0,0,0,0
98,0,0,0,0,85,0,71,83,3,61,77,81,0,69,68,0,0,3,0,0,0,0,0,76,60,0,1,67,0,0,1,0,57,0,0,0,9,0
95,0,0,0,0,51,0,83,81,7,46,70,68,0,68,72,0,0,1,0,0,0,0,0,63,78,1,1,81,0,0,0,38,78,0,0,0,2,1
81,0,0,0,6,90,0,78,55,8,0,67,82,0,77,0,0,0,2,0,0,0,0,0,72,50,23,5,42,0,0,0,88,33,0,8,0,0,2
56,0,0,2,0,85,0,72,2,16,0,78,23,0,31,0,0,0,0,33,0,0,0,0,78,0,10,0,85,92,0,0,62,1,0,75,0,21,0
95,6,0,63,0,63,0,61,0,45,0,77,0,1,11,0,0,0,0,80,0,0,0,0,70,0,3,0,65,97,0,0,74,2,1,87,3,92,0
95,20,0,13,13,5,0,0,0,14,0,61,0,0,1,0,0,0,0,73,0,0,0,0,60,0,46,0,72,81,20,0,69,0,68,65,66,73,2
24,9,0,0,10,0,0,0,0,57,0,69,0,0,0,0,0,4,0,74,0,0,0,22,4,36,73,0,72,74,88,0,68,0,64,80,53,86,48
36,2,0,0,2,0,0,0,0,78,0,61,0,0,0,0,0,0,0,62,0,0,0,78,1,81,68,0,86,37,91,0,72,0,37,77,48,55,13
92,0,0,0,0,0,0,0,0,78,2,62,0,77,0,0,0,0,0,75,0,0,0,76,12,81,66,5,79,0,73,0,79,0,75,82,0,1,10
93,0,0,24,4,0,0,0,0,76,0,69,13,79,0,0,0,25,0,75,0,0,0,71,0,72,0,6,37,67,74,0,71,0,80,73,0,1,4
83,0,19,67,0,0,0,0,0,75,0,6,0,81,0,0,0,71,0,76,0,0,1,70,0,75,68,0,2,83,73,0,73,2,73,81,0,1,0
13,0,0,59,0,0,0,2,0,83,25,0,0,81,0,0,0,58,8,74,0,0,21,69,0,69,81,0,0,81,74,0,72,2,63,72,19,22,1
10,1,3,0,0,2,0,0,21,68,60,0,10,90,0,0,0,59,78,64,0,0,92,76,0,76,74,0,0,83,75,0,78,0,84,60,84,80,4
4,1,5,0,0,1,22,0,7,74,67,0,74,85,0,0,0,61,71,68,0,0,77,73,0,35,64,0,0,69,70,0,68,0,71,66,85,78,61
0,0,22,0,0,8,0,0,10,79,76,0,73,80,0,4,0,79,30,79,0,0,79,79,0,0,67,0,0,80,69,0,82,0,84,1,80,75,65
0,0,0,0,0,0,5,0,3,88,68,1,75,88,0,11,48,80,26,70,0,0,83,75,0,0,74,0,0,77,91,0,45,67,85,0,84,16,4
0,0,38,0,0,22,0,0,0,51,49,8,69,84,0,2,70,75,5,80,0,0,79,79,0,69,68,0,0,87,71,0,73,28,72,49,85,0,1
0,0,85,0,0,13,0,0,0,0,44,6,68,83,0,0,88,81,6,74,0,0,67,45,0,77,75,0,0,85,76,0,80,3,84,85,83,0,0
1,0,12,0,1,0,67,0,0,11,73,18,73,92,0,2,82,77,6,67,0,0,78,16,0,47,70,0,0,75,76,2,68,0,70,79,80,0,0
0,0,78,0,8,1,40,0,0,10,72,56,53,81,0,11,79,73,0,74,0,0,78,1,0,70,77,0,0,70,75,0,83,0,78,74,45,26,5
2,0,93,0,1,3,81,0,0,9,69,45,60,37,31,3,87,64,51,75,0,0,79,0,0,59,35,0,5,59,79,0,68,1,58,69,88,88,0
0,0,81,0,21,0,92,0,0,0,57,69,73,83,75,10,73,79,79,69,0,0,76,52,0,70,70,0,82,66,72,0,71,43,72,74,37,81,0
0,0,78,15,43,0,91,0,0,0,17,30,59,84,77,6,75,4,52,65,0,0,89,58,0,79,87,0,90,50,90,4,83,89,78,73,54,88,0
0,0,72,0,20,0,78,0,0,3,4,73,70,58,78,0,79,1,6,65,0,0,53,73,7,81,86,0,83,18,56,5,77,89,75,65,15,71,0
0,50,104,46,71,0,86,9,0,3,1,68,55,74,71,0,69,0,0,66,0,0,50,7,4,66,18,0,78,0,0,0,69,89,72,80,10,86,0
0,44,94,3,83,0,84,0,0,1,8,82,52,76,76,19,0,3,0,62,0,0,68,6,6,69,18,38,62,0,78,0,50,80,81,78,0,68,0
0,20,92,20,87,0,96,0,0,0,80,88,7,59,71,0,0,5,0,18,0,0,63,5,0,59,0,71,80,0,65,0,0,76,6,56,12,61,0
0,6,58,10,85,0,93,69,0,0,52,79,0,75,76,13,0,0,0,15,0,0,34,1,20,4,9,44,75,0,72,0,0,75,3,77,5,77,0
24,1,93,5,80,0,89,85,0,0,25,79,0,75,69,15,0,0,0,18,0,0,0,0,94,38,72,56,72,0,5,0,0,82,5,1,1,60,0
81,2,94,69,58,0,94,82,0,0,0,78,0,85,74,5,0,0,0,1,0,0,1,0,83,59,58,5,65,1,0,0,0,66,4,2,1,72,0
92,0,93,1,45,0,92,83,50,0,1,77,0,77,75,0,0,0,0,0,0,0,0,0,76,21,75,1,6,0,1,2,0,80,0,5,1,60,0
4,0,99,89,80,0,88,80,70,1,0,82,0,80,72,0,4,0,1,0,0,0,0,0,60,0,60,1,6,0,7,59,0,73,0,1,0,63,1
2,0,93,90,45,0,88,83,83,0,0,38,0,27,75,0,6,0,3,0,0,0,0,0,25,11,75,37,0,0,6,92,0,87,0,1,0,12,0
58,0,64,5,37,0,85,89,87,0,0,0,3,34,81,0,0,0,0,0,0,0,0,0,47,3,75,90,3,0,2,75,0,60,0,0,0,1,0
87,0,0,0,7,0,9,67,85,0,0,0,0,77,68,0,49,0,62,0,0,0,0,0,68,0,64,93,1,4,1,80,0,28,0,0,0,0,28
91,0,91,0,10,0,0,86,78,0,5,1,0,79,80,0,68,0,72,0,0,0,0,0,77,0,93,86,0,4,0,67,0,96,0,0,0,0,60
91,0,97,0,4,0,0,77,80,1,0,0,0,82,83,0,79,67,73,0,0,0,0,0,75,18,87,71,3,1,0,88,0,54,0,0,0,0,84
96,0,84,0,18,0,0,80,83,13,0,0,0,84,80,0,92,73,59,0,0,0,0,0,81,70,74,85,3,0,0,68,0,87,0,0,2,0,76
83,0,96,0,3,4,0,77,82,59,0,0,0,77,46,0,67,66,69,84,0,0,2,0,49,81,63,73,0,0,0,81,1,33,33,0,0,0,91
83,0,98,0,3,45,0,72,73,67,1,0,0,82,3,0,78,76,64,71,0,0,59,0,57,75,78,67,0,44,0,73,2,3,59,72,30,0,63
37,0,23,0,0,2,16,74,73,74,39,0,0,46,6,0,21,62,47,56,0,0,83,16,58,65,78,75,0,68,0,80,5,0,69,77,44,0,13
39,0,62,7,0,0,1,84,77,75,12,0,0,66,2,0,48,68,80,21,0,0,69,45,67,70,63,79,0,75,31,80,1,0,85,80,7,0,62
90,0,60,10,0,0,8,2,89,65,11,18,0,65,0,0,75,68,67,15,0,0,79,49,66,68,65,70,0,70,77,48,1,7,77,42,1,0,44
96,0,3,2,0,0,1,73,80,8,19,21,0,85,0,21,71,47,39,15,0,0,76,73,75,48,0,65,0,88,46,79,2,0,70,68,3,0,6
76,0,14,11,0,0,3,75,79,0,7,14,26,78,0,19,48,70,83,6,0,0,75,43,66,78,49,56,7,89,57,75,16,1,76,74,7,0,0
91,0,3,8,0,0,1,88,65,1,0,4,95,83,0,27,69,74,58,0,0,0,64,82,5,46,74,0,3,76,45,94,57,1,59,72,22,0,0
82,0,0,1,0,21,10,49,75,0,0,9,48,5,0,58,80,74,69,14,0,0,67,75,20,57,55,0,1,83,2,75,53,0,84,86,0,0,0
89,0,0,0,0,5,0,0,65,0,0,0,3,18,0,50,75,71,53,0,0,0,70,69,57,73,70,0,0,82,0,73,48,27,76,89,10,0,0
44,0,7,0,0,0,0,0,67,0,0,0,2,1,0,64,67,62,74,0,0,9,72,47,23,59,72,51,0,76,4,70,32,15,83,80,79,0,0
20,0,1,2,0,1,3,0,39,0,0,0,22,6,32,76,60,30,63,0,0,55,72,78,6,1,72,78,29,30,0,73,7,95,1,19,91,0,0
4,0,1,0,1,1,0,0,7,6,0,0,70,0,31,54,78,53,60,0,0,80,72,36,2,1,84,72,7,51,1,71,28,80,0,35,84,36,0
1,0,0,0,0,0,0,0,5,1,0,0,39,0,55,60,76,21,42,0,0,37,21,68,0,3,45,59,4,81,0,79,86,72,0,84,70,83,0
0,0,39,0,19,0,0,0,0,12,1,0,70,0,69,23,26,0,61,0,0,87,68,48,0,10,49,63,0,85,1,62,79,27,0,82,38,32,0
9,0,4,15,53,0,0,0,0,8,8,1,73,0,49,62,17,0,84,0,0,61,52,0,0,0,1,74,3,79,0,55,75,0,0,49,0,11,0
0,0,11,36,46,0,2,0,2,7,11,1,64,0,81,87,4,0,73,0,0,74,34,19,8,0,1,72,0,90,0,78,72,0,0,72,0,3,0
0,0,0,19,55,0,45,0,0,0,0,0,59,0,84,70,0,0,43,0,0,76,20,26,7,0,0,80,0,91,0,61,81,2,0,68,0,0,0
0,0,18,77,60,0,29,13,0,0,0,0,54,0,82,65,0,0,73,0,0,92,0,85,0,11,0,63,0,46,16,74,11,0,0,82,0,1,0
4,0,4,80,17,0,0,0,0,0,0,16,16,0,63,63,0,11,74,0,0,91,6,71,0,72,0,50,0,89,0,71,0,7,0,77,0,35,0
0,0,0,74,16,0,0,1,0,0,11,55,25,0,82,76,0,34,58,2,0,92,14,68,21,71,0,80,50,33,43,67,0,0,0,67,0,76,0
0,0,12,57,14,0,24,11,0,0,72,67,1,0,83,71,0,27,81,5,0,75,13,27,40,73,0,78,84,0,85,70,0,16,0,59,0,56,0
0,0,7,49,38,0,60,1,0,1,80,68,1,0,86,81,2,12,77,16,0,48,4,67,35,34,0,28,85,1,80,0,0,4,0,74,0,18,0
0,0,4,8,0,0,91,16,0,5,80,40,0,0,84,66,18,10,72,15,0,10,56,64,19,73,0,78,71,1,74,42,0,0,0,79,0,0,0
8,0,0,0,1,0,92,5,0,0,61,1,5,0,11,63,74,4,70,3,0,52,47,57,0,71,0,77,67,0,76,95,0,3,0,86,0,0,0
0,0,0,0,15,3,104,0,6,0,10,2,27,0,1,48,73,22,63,0,0,88,1,43,0,76,0,71,76,0,75,81,0,2,0,79,0,6,0
0,0,0,0,4,2,90,0,2,0,1,42,1,0,5,69,84,19,79,40,0,79,0,55,0,73,0,76,71,1,76,66,0,0,14,52,0,3,0
45,0,0,0,0,0,87,0,21,2,1,24,0,0,2,68,71,0,17,27,0,2,1,75,47,75,46,58,72,2,80,36,0,0,2,36,0,36,0
13,0,1,0,45,0,87,2,14,0,0,53,0,0,0,43,70,0,75,25,0,5,10,72,75,79,87,0,87,0,67,43,0,0,30,18,0,92,0
0,0,1,0,84,1,96,29,55,0,3,26,0,1,0,81,56,0,79,5,51,5,11,29,75,75,64,0,65,0,81,77,0,0,0,0,3,86,0
0,0,1,0,30,46,75,6,60,18,0,11,1,0,0,55,38,0,62,4,34,3,0,40,61,69,73,0,72,36,77,79,0,3,0,0,28,80,0
0,0,0,0,19,39,73,1,52,47,1,58,0,1,0,55,67,0,56,65,1,5,0,36,76,50,81,0,70,63,74,70,0,0,0,0,59,56,0
1,0,0,0,65,67,95,0,55,44,0,61,0,38,0,56,16,0,70,32,2,0,0,64,52,26,73,0,25,82,75,74,4,0,0,0,0,69,0
1,0,0,0,22,66,98,3,76,51,0,64,40,79,0,50,5,4,72,46,0,1,0,78,63,1,62,0,74,86,85,57,0,0,0,47,16,88,0
1,0,0,0,74,0,95,2,91,38,9,12,24,54,4,65,8,68,73,66,0,0,0,78,49,0,76,0,1,73,47,45,0,0,3,64,5,35,0
0,0,0,0,78,2,89,0,68,21,3,19,0,34,26,35,0,70,72,75,2,0,0,73,3,0,59,0,0,42,75,82,32,0,78,81,45,0,0
0,0,0,0,54,69,87,12,81,0,0,0,0,9,43,19,0,28,9,59,4,0,0,75,0,0,80,0,4,80,69,91,85,0,5,76,1,12,0
0,0,0,0,79,89,51,7,45,60,0,0,0,30,28,14,0,7,73,73,0,0,0,60,3,0,36,0,0,85,66,70,82,0,0,84,0,34,0
1,0,0,0,72,90,66,5,0,56,0,0,0,62,17,5,0,0,70,70,0,0,0,22,1,38,2,0,0,84,62,80,82,0,0,67,1,18,0
1,0,0,0,84,87,81,0,9,76,0,0,1,72,9,0,0,0,61,76,0,0,0,6,18,0,0,1,0,72,0,78,71,0,65,60,11,10,0
0,0,0,0,82,92,91,0,5,62,0,0,0,61,20,0,0,2,67,50,0,0,0,0,0,3,0,24,1,85,26,71,86,0,65,7,5,8,0
0,0,0,0,65,91,88,0,38,18,0,0,0,56,15,5,0,0,68,72,0,0,0,0,0,12,0,57,0,86,0,55,65,0,65,2,8,0,0
0,0,0,0,91,88,93,1,1,1,0,1,0,4,33,0,0,0,19,53,0,0,0,0,0,13,0,37,2,83,0,68,64,0,36,22,0,2,0
0,0,0,0,89,81,88,0,0,11,0,1,0,36,1,0,0,0,0,42,0,0,1,0,0,4,0,2,0,68,0,54,88,91,1,3,1,1,0
0,0,0,0,87,90,92,0,0,4,19,36,0,0,0,0,5,1,0,60,0,0,0,0,8,0,0,13,31,79,0,0,64,76,4,2,0,30,0
0,0,0,0,88,89,89,0,0,0,44,63,0,0,0,0,0,2,0,0,0,0,0,0,52,0,0,52,41,56,0,43,72,75,12,3,2,72,0
0,0,0,0,82,85,32,0,0,0,18,53,0,0,3,0,0,1,0,0,0,0,0,0,78,70,0,86,6,6,0,91,61,88,10,1,91,54,0
0,0,0,0,70,95,5,0,0,1,20,56,0,0,7,0,64,0,0,0,0,0,0,0,78,63,0,72,0,5,0,60,22,73,11,0,92,45,0
0,0,0,0,93,88,1,0,0,12,15,45,0,6,3,0,85,0,0,66,9,0,0,0,13,51,0,69,0,2,0,81,0,75,0,0,74,23,0
0,0,0,0,79,89,0,0,23,0,35,77,0,0,0,0,71,0,24,83,6,1,0,0,14,74,0,72,7,0,21,71,2,88,3,0,82,6,0
0,0,0,0,47,79,0,0,26,0,1,58,0,0,0,0,55,0,11,69,12,4,0,17,17,67,20,78,75,0,5,13,0,74,0,0,69,0,0
0,0,0,0,55,93,2,0,37,0,16,74,0,0,0,0,12,0,58,51,29,22,0,61,0,55,34,77,76,2,47,20,0,56,5,11,71,11,0
0,0,0,0,47,50,18,0,0,0,34,65,0,4,0,0,8,0,22,66,16,15,0,8,6,47,4,82,74,0,83,3,0,80,10,20,89,85,0
0,0,0,0,4,57,0,0,0,0,63,55,0,5,0,0,1,0,6,69,2,11,0,0,8,45,6,92,64,3,22,13,0,54,0,12,85,82,0
0,0,0,0,23,92,0,0,0,2,71,65,0,0,0,1,2,0,2,56,1,15,0,0,1,0,0,54,72,1,5,0,0,76,54,19,68,79,0
0,0,0,0,26,89,0,0,0,0,61,61,0,0,0,7,23,0,32,57,0,14,0,0,0,0,0,78,60,2,0,0,0,80,81,20,81,38,0
0,0,0,0,35,91,0,0,0,0,66,74,0,0,9,0,0,0,0,57,0,26,0,7,1,44,35,63,75,14,0,0,0,73,93,0,70,3,0
0,0,0,0,27,47,0,0,0,0,11,43,0,0,50,0,1,0,0,41,0,95,0,22,0,60,54,72,85,36,0,0,0,58,77,0,74,0,0
0,0,0,0,16,66,0,0,0,0,73,66,0,0,17,0,0,0,11,43,0,90,0,37,0,10,58,48,84,4,0,0,0,86,73,0,73,0,0
0,0,0,0,2,59,0,0,0,0,72,46,0,0,9,0,0,0,78,73,0,81,0,11,0,8,7,82,62,1,3,0,0,78,80,0,68,0,0
0,0,0,0,0,90,0,0,0,0,72,22,0,0,6,0,0,0,78,76,0,69,0,57,0,0,18,60,80,0,12,0,0,45,67,0,8,0,0
0,0,0,0,0,86,0,0,0,0,68,6,0,0,8,0,0,0,5,51,0,82,0,64,0,0,82,68,59,0,1,0,0,61,81,0,75,0,0
0,0,0,0,0,14,0,0,0,0,71,1,0,0,2,0,0,0,40,0,0,85,0,50,0,0,78,60,27,0,0,0,5,27,75,0,78,0,0
0,0,0,0,0,5,1,0,0,0,72,0,0,0,0,0,0,0,0,0,2,82,0,86,0,1,81,9,5,1,0,0,1,6,70,0,79,0,0
0,0,0,0,0,1,3,0,0,0,83,0,0,0,0,0,0,0,2,0,7,68,0,86,0,0,70,0,0,0,0,0,0,1,80,3,78,0,0
0,0,0,0,7,11,27,0,0,0,68,30,0,0,0,0,0,0,1,18,15,78,0,80,0,0,75,0,0,0,0,0,0,1,82,77,77,0,0
0,0,0,0,3,1,66,0,0,0,87,48,0,0,0,0,0,0,12,75,1,82,0,75,0,0,73,2,0,0,0,0,0,7,54,64,92,0,0
0,0,0,0,0,13,73,0,0,0,61,27,0,0,0,0,0,0,63,93,0,74,0,58,0,0,83,6,2,0,0,8,8,0,81,67,28,0,0
0,0,0,0,0,16,13,0,0,0,27,65,0,0,0,0,0,0,2,79,0,58,0,57,0,0,82,10,1,59,0,42,87,0,69,77,5,0,0
0,0,0,0,0,5,0,0,0,0,18,59,0,0,0,0,1,0,5,54,0,41,0,75,0,0,85,0,0,55,0,71,87,0,67,81,2,0,0
0,18,0,0,0,37,0,0,0,0,29,12,0,0,0,0,5,0,2,65,0,79,0,73,0,0,82,10,0,73,0,55,83,0,58,83,30,0,0
0,1,0,0,0,56,9,0,0,0,1,12,0,0,0,0,26,0,0,63,0,89,0,67,0,0,63,22,0,77,0,69,88,0,58,67,7,14,0
0,0,0,0,0,29,6,0,0,0,20,1,0,0,0,0,25,0,9,48,0,79,0,43,0,0,77,2,4,99,0,87,18,0,2,39,52,57,0
0,0,0,0,0,0,2,0,0,0,47,0,0,0,0,0,0,0,3,59,0,75,0,20,0,0,64,0,77,87,0,74,72,0,0,0,54,16,0
0,55,0,0,0,0,50,0,0,0,42,0,0,0,0,0,11,0,0,77,0,56,0,29,0,0,65,0,65,77,0,93,79,0,0,1,28,6,34
0,61,0,0,0,0,25,0,0,31,1,0,0,0,0,0,82,0,0,81,0,64,0,3,0,0,71,0,88,78,0,76,77,19,0,0,0,59,69
0,54,0,0,0,0,19,0,0,0,0,0,0,0,0,0,5,0,0,68,0,10,0,0,0,0,87,2,72,56,0,73,86,61,2,1,0,51,60
0,58,0,0,0,1,32,0,0,0,0,0,0,0,1,0,10,0,0,46,0,0,0,0,0,0,55,57,57,0,0,48,65,42,0,3,38,0,5
0,97,0,0,0,5,0,0,0,0,29,0,0,0,0,0,57,0,1,83,0,0,0,0,0,0,73,16,85,45,0,76,78,87,0,0,47,0,17
0,46,0,0,0,36,0,0,0,0,3,0,0,0,1,0,82,0,1,61,0,0,0,0,0,0,64,16,60,65,0,97,91,67,12,0,74,19,0
0,53,48,0,0,0,0,0,0,0,13,0,0,0,2,0,80,0,1,23,0,0,0,0,0,0,64,4,57,80,0,68,73,78,66,0,61,38,0
0,40,56,45,0,0,59,0,0,0,0,0,0,0,0,0,69,0,5,31,0,0,0,0,0,0,78,1,5,84,0,95,81,85,81,0,28,68,0
0,25,78,77,0,0,40,0,0,0,0,0,0,0,0,0,72,0,0,1,0,0,0,0,0,0,41,0,79,72,0,37,73,64,83,0,43,58,0
0,5,25,56,0,0,0,0,0,0,0,0,0,0,0,0,76,0,1,1,0,0,0,0,0,0,40,2,73,63,0,85,72,80,59,0,64,60,0
0,1,23,50,0,0,3,0,0,0,0,0,0,0,0,0,75,0,3,7,0,2,0,0,0,0,52,1,72,88,0,95,57,85,64,0,59,56,85
0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,78,44,0,0,0,1,0,0,0,0,4,77,11,74,0,74,78,72,81,0,71,12,91
0,4,2,41,0,0,22,0,0,0,0,0,24,0,0,0,75,0,0,0,0,0,0,0,0,0,2,81,0,65,0,34,72,87,74,0,29,45,80
0,2,1,56,0,0,43,0,0,0,0,2,37,0,0,0,81,0,0,0,0,25,0,0,0,0,0,83,91,73,0,0,75,71,1,0,3,75,82
0,0,40,1,0,0,63,0,0,0,0,70,55,0,0,0,68,21,0,0,0,0,0,0,0,0,2,83,54,5,0,43,83,53,9,0,2,54,25
0,0,48,31,0,0,52,0,0,0,0,86,84,0,0,0,88,62,14,0,0,0,0,0,0,0,5,76,37,10,0,61,73,76,1,0,2,74,68
0,0,86,40,0,0,1,0,0,0,0,88,20,0,0,0,78,0,16,0,0,3,0,0,0,0,0,75,37,0,0,68,60,89,0,0,0,67,94
0,4,28,1,0,0,1,0,0,0,0,72,59,0,0,0,64,48,2,0,0,15,0,0,0,0,41,67,73,0,0,72,77,87,4,0,0,64,74
0,0,42,1,0,0,0,0,0,0,0,94,78,0,0,0,55,62,1,5,0,46,0,0,0,0,4,79,75,1,0,45,5,83,20,0,0,17,85
0,0,3,0,0,0,0,0,0,0,0,73,56,0,0,0,70,70,0,0,0,74,0,0,0,0,1,75,74,37,0,19,21,71,24,0,23,2,76
0,21,16,0,0,0,0,0,0,0,0,79,43,0,0,0,27,47,5,6,0,76,0,0,0,0,8,73,0,59,0,57,41,54,5,0,73,0,83
0,0,0,0,0,0,0,0,0,0,0,78,82,0,0,0,0,27,59,0,0,70,0,0,0,0,0,71,0,97,0,58,2,31,0,0,76,0,87
0,0,0,0,0,0,0,0,0,0,0,87,69,0,0,0,1,50,1,7,0,0,0,0,0,0,23,59,0,86,0,61,0,90,0,0,61,0,96
0,0,11,0,0,0,18,0,0,0,0,80,79,0,0,0,4,72,0,75,0,0,0,0,0,0,11,77,8,90,0,18,0,68,21,0,57,0,35
0,2,0,16,0,0,18,0,0,0,0,63,75,0,0,0,0,2,1,84,0,1,0,0,0,0,17,78,68,53,0,63,0,19,76,0,50,0,84
0,4,0,76,0,0,0,0,0,0,0,67,71,0,0,0,0,1,2,26,0,59,0,0,0,0,36,75,57,0,0,78,49,86,78,0,73,0,97
0,3,0,21,0,0,0,0,0,0,0,61,5,0,0,0,0,9,16,29,0,84,0,0,0,0,58,39,70,0,0,65,37,50,10,0,53,13,53
0,0,0,10,0,0,0,0,0,0,0,86,36,0,0,0,0,5,19,40,0,31,0,0,0,0,57,68,15,69,0,4,0,47,0,0,68,56,29
0,0,0,10,0,0,0,0,0,0,0,87,65,0,0,0,0,0,0,28,0,1,0,0,0,0,37,45,0,80,0,92,66,11,0,0,33,19,16
0,1,0,12,0,0,0,0,38,0,0,34,82,0,0,0,1,0,0,0,0,0,0,0,0,0,2,74,0,81,0,15,28,0,0,0,61,73,18
0,0,0,0,0,0,0,0,68,0,0,0,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,0,0,18,21,0,0,63,11,0
0,27,0,36,0,0,0,0,77,0,0,0,82,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,92,0,0,8,57,0,0,86,21,17
0,23,0,74,0,0,0,0,39,0,0,0,54,0,0,0,52,0,0,0,0,0,0,0,0,0,22,31,0,84,0,0,9,0,0,0,88,1,42
0,64,0,38,0,0,0,0,3,0,0,0,84,0,0,0,16,0,0,0,0,0,0,0,0,0,0,25,0,67,0,60,0,29,48,0,18,0,13
0,31,0,0,0,0,0,0,47,0,0,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,0,66,0,24,14,2,66,0,0,0,79
0,15,0,0,0,0,0,0,38,0,0,1,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,85,0,35,2,10,17,0,0,14,74
0,39,0,1,13,0,11,0,63,0,0,0,20,0,0,0,4,0,0,0,0,0,0,0,0,0,6,8,0,95,0,0,69,0,14,0,2,8,43
0,37,0,0,62,0,0,0,68,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,9,5,0,53,0,63,58,0,0,0,83,0,43
0,1,0,0,22,0,0,0,52,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,14,0,87,0,44,55,28,0,0,5,0,16
0,0,0,0,23,0,0,11,52,0,0,0,6,0,0,9,0,0,0,0,0,0,0,0,0,0,0,10,0,29,18,80,29,43,0,0,0,0,74
0,0,0,0,77,0,0,38,20,0,0,0,3,0,0,51,0,0,0,0,0,0,0,0,0,18,1,21,0,96,41,15,0,55,0,0,0,0,93
9,0,0,0,59,41,0,0,0,0,0,0,22,0,0,48,0,0,0,0,0,0,0,0,0,40,1,16,0,88,88,0,0,56,0,0,2,0,77
